Test: 12715_CalorimeterTest01
Date: Thu Apr  7 02:44:56 2022
Time,Voltage[V],Current[mA],Temp-1[C],Temp-2[C],Temp-3[C],Fan_Speed[RPM],PWM_Duty[%]
02:49:24,9.15,8.11,33.75,29.12,39.50,0,100
02:49:28,9.16,8.07,33.75,29.12,39.50,0,100
02:49:31,9.16,8.07,33.75,29.09,39.44,0,100
02:49:34,9.16,7.96,33.75,29.09,39.41,0,100
02:49:37,9.16,8.07,33.72,29.06,39.38,0,100
02:49:40,9.15,7.96,33.78,29.03,39.31,0,100
02:49:43,9.15,8.04,33.75,29.03,39.28,0,100
02:49:46,9.16,8.07,33.78,29.00,39.25,0,100
02:49:49,9.16,8.11,33.78,29.00,39.22,0,100
02:49:52,9.16,8.00,33.81,28.94,39.16,0,100
02:49:56,9.15,8.11,33.81,28.94,39.09,0,100
02:49:59,9.16,8.00,33.81,28.94,39.06,0,100
02:50:02,9.16,8.04,33.81,28.91,39.03,0,100
02:50:05,9.16,8.00,33.81,28.87,39.00,0,100
02:50:08,9.15,8.00,33.81,28.84,38.97,0,100
02:50:11,9.14,8.00,33.81,28.81,38.97,0,100
02:50:14,9.15,8.04,33.81,28.81,38.94,0,100
02:50:17,9.14,8.07,33.81,28.75,38.91,0,100
02:50:21,9.14,8.00,33.81,28.78,38.91,0,100
02:50:24,9.16,8.15,33.81,28.75,38.88,0,100
02:50:27,9.15,8.11,33.84,28.72,38.88,0,100
02:50:30,9.15,8.11,33.88,28.69,38.88,0,100
02:50:33,9.15,8.00,33.84,28.66,38.81,0,100
02:50:36,9.15,8.07,33.84,28.62,38.78,0,100
02:50:39,9.16,7.92,33.84,28.62,38.78,0,100
02:50:42,9.16,8.11,33.81,28.59,38.75,0,100
02:50:45,9.18,8.07,33.84,28.56,38.75,0,100
02:50:49,9.16,8.11,33.84,28.56,38.72,0,100
02:50:52,9.16,8.11,33.84,28.53,38.69,0,100
02:50:55,9.18,8.11,33.88,28.50,38.69,0,100
02:50:58,9.15,8.00,33.88,28.47,38.69,0,100
02:51:01,9.16,8.07,33.88,28.44,38.69,0,100
02:51:04,9.16,8.11,33.88,28.41,38.63,0,100
02:51:07,9.15,8.11,33.88,28.37,38.63,0,100
02:51:10,9.16,8.04,33.88,28.37,38.63,0,100
02:51:13,9.18,7.92,33.88,28.34,38.59,0,100
02:51:17,9.18,8.15,33.88,28.28,38.56,0,100
02:51:20,9.18,7.96,33.88,28.25,38.56,0,100
02:51:23,9.15,8.15,33.88,28.22,38.56,0,100
02:51:26,9.16,8.04,33.88,28.25,38.50,0,100
02:51:29,9.16,8.04,33.88,28.22,38.50,0,100
02:51:32,9.18,8.11,33.88,28.19,38.50,0,100
02:51:35,9.18,8.11,33.91,28.16,38.50,0,100
02:51:38,9.16,8.15,33.88,28.12,38.50,0,100
02:51:42,9.15,8.15,33.94,28.09,38.50,0,100
02:51:45,9.18,8.15,33.91,28.06,38.50,0,100
02:51:48,9.18,8.07,33.91,28.06,38.50,0,100
02:51:51,9.16,8.04,33.91,28.00,38.50,0,100
02:51:54,9.16,8.07,33.94,28.00,38.50,0,100
02:51:57,9.16,8.07,33.91,28.00,38.50,0,100
02:52:00,9.18,8.04,33.91,27.94,38.50,0,100
02:52:03,9.16,8.07,33.94,27.94,38.50,0,100
02:52:06,9.18,8.11,33.94,27.91,38.44,0,100
02:52:10,9.19,8.04,33.91,27.87,38.47,0,100
02:52:13,9.18,8.04,33.94,27.87,38.44,0,100
02:52:16,9.18,8.15,33.94,27.87,38.38,0,100
02:52:19,9.19,8.07,33.97,27.81,38.38,0,100
02:52:22,9.16,8.15,33.91,27.81,38.34,0,100
02:52:25,9.16,8.11,33.91,27.78,38.34,0,100
02:52:28,9.16,8.00,33.94,27.75,38.31,0,100
02:52:31,9.18,8.15,33.94,27.72,38.31,0,100
02:52:35,9.16,8.00,33.94,27.72,38.31,0,100
02:52:38,9.16,8.07,33.94,27.69,38.31,0,100
02:52:41,9.16,8.11,33.94,27.66,38.28,0,100
02:52:44,9.18,8.07,33.94,27.56,38.25,0,100
02:52:47,9.16,8.07,33.94,27.59,38.31,0,100
02:52:50,9.19,8.04,33.94,27.56,38.31,0,100
02:52:53,9.16,8.07,33.94,27.56,38.31,0,100
02:52:56,9.16,8.00,33.94,27.50,38.31,0,100
02:52:59,9.18,8.07,33.97,27.50,38.28,0,100
02:53:03,9.16,8.04,34.00,27.44,38.31,0,100
02:53:06,9.16,8.04,34.00,27.47,38.31,0,100
02:53:09,9.16,8.04,33.97,27.44,38.25,0,100
02:53:12,9.16,8.11,34.00,27.41,38.25,0,100
02:53:15,9.16,8.07,34.00,27.41,38.25,0,100
02:53:18,9.18,8.11,34.00,27.37,38.25,0,100
02:53:21,9.18,7.96,34.00,27.37,38.25,0,100
02:53:24,9.16,8.07,34.00,27.31,38.25,0,100
02:53:27,9.16,8.07,34.00,27.31,38.25,0,100
02:53:31,9.18,8.15,34.00,27.28,38.25,0,100
02:53:34,9.16,8.15,34.00,27.25,38.25,0,100
02:53:37,9.16,8.07,33.97,27.25,38.28,0,100
02:53:40,9.16,8.07,34.00,27.19,38.25,0,100
02:53:43,9.18,8.11,34.00,27.19,38.25,0,100
02:53:46,9.16,8.11,34.00,27.16,38.25,0,100
02:53:49,9.18,8.19,34.00,27.12,38.25,0,100
02:53:52,9.16,8.11,34.00,27.06,38.25,0,100
02:53:56,9.16,8.11,34.00,27.09,38.25,0,100
02:53:59,9.16,8.00,34.00,27.06,38.25,0,100
02:54:02,9.16,8.07,34.03,27.06,38.25,0,100
02:54:05,9.19,8.11,34.00,27.00,38.25,0,100
02:54:08,9.16,8.07,34.03,26.97,38.25,0,100
02:54:11,9.18,8.15,34.00,26.97,38.25,0,100
02:54:14,9.18,8.00,34.00,26.94,38.25,0,100
02:54:17,9.16,8.00,34.03,26.91,38.25,0,100
02:54:20,9.16,8.00,34.03,26.87,38.25,0,100
02:54:24,9.18,8.04,34.03,26.87,38.25,0,100
02:54:27,9.16,8.00,34.00,26.87,38.25,0,100
02:54:30,9.16,8.04,34.03,26.81,38.22,0,100
02:54:33,9.18,8.11,34.06,26.81,38.22,0,100
02:54:36,9.18,8.00,34.06,26.78,38.25,0,100
02:54:39,9.18,8.07,34.06,26.81,38.25,0,100
02:54:42,9.18,8.15,34.03,26.75,38.25,0,100
02:54:45,9.19,8.04,34.06,26.75,38.25,0,100
02:54:48,9.18,8.15,34.03,26.66,38.25,0,100
02:54:52,9.18,8.04,34.06,26.66,38.25,0,100
02:54:55,9.18,8.07,34.06,26.62,38.25,0,100
02:54:58,9.18,8.00,34.03,26.62,38.25,0,100
02:55:01,9.18,8.00,34.06,26.56,38.28,0,100
02:55:04,9.18,8.07,34.06,26.59,38.31,0,100
02:55:07,9.18,8.07,34.06,26.56,38.31,0,100
02:55:10,9.16,8.19,34.03,26.53,38.31,0,100
02:55:13,9.18,8.07,34.03,26.50,38.31,0,100
02:55:17,9.16,8.07,34.03,26.50,38.31,0,100
02:55:20,9.18,8.07,34.06,26.47,38.31,0,100
02:55:23,9.18,8.11,34.06,26.47,38.31,0,100
02:55:26,9.18,8.04,34.03,26.44,38.31,0,100
02:55:29,9.18,8.04,34.06,26.37,38.31,0,100
02:55:32,9.16,8.11,34.03,26.37,38.25,0,100
02:55:35,9.19,8.23,34.03,26.31,38.25,0,100
02:55:38,9.19,8.07,34.00,26.34,38.25,0,100
02:55:41,9.19,8.11,34.03,26.31,38.25,0,100
02:55:45,9.18,8.15,34.03,26.31,38.25,0,100
02:55:48,9.19,8.07,34.03,26.25,38.25,0,100
02:55:51,9.20,8.07,34.03,26.25,38.25,0,100
02:55:54,9.19,8.15,34.06,26.19,38.31,0,100
02:55:57,9.19,8.11,34.03,26.19,38.31,0,100
02:56:00,9.18,8.15,34.03,26.12,38.31,0,100
02:56:03,9.19,8.11,34.00,26.12,38.31,0,100
02:56:06,9.16,8.11,34.03,26.12,38.28,0,100
02:56:09,9.19,8.15,34.06,26.12,38.28,0,100
02:56:13,9.18,8.19,34.06,26.09,38.25,0,100
02:56:16,9.19,8.04,34.06,26.06,38.28,0,100
02:56:19,9.19,8.04,34.09,26.06,38.25,0,100
02:56:22,9.30,8.34,34.06,26.00,38.25,0,100
02:56:25,9.33,8.19,34.06,26.03,38.31,0,100
02:56:28,9.34,8.19,34.06,25.97,38.25,0,100
02:56:31,9.33,8.19,34.06,25.94,38.28,0,100
02:56:34,9.33,8.26,34.06,25.94,38.28,0,100
02:56:38,9.29,8.07,34.06,25.87,38.31,0,100
02:56:41,9.26,8.15,34.06,25.87,38.31,0,100
02:56:44,9.25,8.04,34.06,25.87,38.31,0,100
02:56:47,9.26,8.15,34.09,25.84,38.38,0,100
02:56:50,9.25,8.15,34.06,25.81,38.34,0,100
02:56:53,9.16,8.04,34.09,25.81,38.31,0,100
02:56:56,9.25,8.07,34.06,25.81,38.31,0,100
02:56:59,9.24,8.15,34.06,25.75,38.31,0,100
02:57:02,9.18,8.23,34.06,25.72,38.31,0,100
02:57:06,9.16,8.11,34.06,25.69,38.31,0,100
02:57:09,9.16,8.11,34.09,25.69,38.31,0,100
02:57:12,9.16,8.11,34.09,25.69,38.31,0,100
02:57:15,9.16,8.15,34.06,25.62,38.31,0,100
02:57:18,9.16,8.11,34.06,25.62,38.31,0,100
02:57:21,9.16,8.04,34.09,25.62,38.31,0,100
02:57:24,9.18,8.07,34.13,25.59,38.31,0,100
02:57:27,9.18,8.11,34.09,25.59,38.31,0,100
02:57:30,9.21,8.04,34.06,25.56,38.34,0,100
02:57:34,9.18,8.04,34.06,25.53,38.38,0,100
02:57:37,9.18,8.04,34.09,25.53,38.34,0,100
02:57:40,9.18,8.11,34.06,25.47,38.34,0,100
02:57:43,9.19,8.15,34.06,25.47,38.31,0,100
02:57:46,9.19,8.11,34.06,25.44,38.31,0,100
02:57:49,9.19,7.96,34.09,25.44,38.31,0,100
02:57:52,9.16,8.04,34.06,25.37,38.28,0,100
02:57:55,9.16,8.11,34.06,25.37,38.28,0,100
02:57:58,9.19,8.07,34.06,25.37,38.25,0,100
02:58:02,9.18,8.11,34.06,25.34,38.31,0,100
02:58:05,9.18,8.04,34.09,25.31,38.31,0,100
02:58:08,9.18,8.04,34.06,25.28,38.31,0,100
02:58:11,9.16,8.00,34.06,25.25,38.31,0,100
02:58:14,9.16,8.07,34.09,25.25,38.31,0,100
02:58:17,9.16,8.15,34.06,25.22,38.31,0,100
02:58:20,9.18,8.07,34.06,25.22,38.31,0,100
02:58:23,9.14,7.92,34.06,25.19,38.31,0,100
02:58:27,9.15,8.00,34.06,25.12,38.31,0,100
02:58:30,9.16,8.07,34.06,25.12,38.31,0,100
02:58:33,9.16,8.07,34.09,25.12,38.31,0,100
02:58:36,9.16,8.07,34.06,25.09,38.31,0,100
02:58:39,9.14,8.04,34.06,25.09,38.31,0,100
02:58:42,9.20,8.04,34.06,25.00,38.34,0,100
02:58:45,9.15,8.15,34.06,25.06,38.34,0,100
02:58:48,9.15,8.15,34.06,25.00,38.34,0,100
02:58:51,9.15,8.04,34.06,25.00,38.34,0,100
02:58:55,9.14,8.15,34.06,24.94,38.34,0,100
02:58:58,9.18,8.11,34.06,24.94,38.38,0,100
02:59:01,9.14,8.07,34.06,24.91,38.34,0,100
02:59:04,9.14,8.11,34.06,24.91,38.31,0,100
02:59:07,9.16,8.07,34.06,24.91,38.31,0,100
02:59:10,9.13,8.07,34.06,24.87,38.31,0,100
02:59:13,9.16,8.07,34.06,24.81,38.31,0,100
02:59:16,9.15,8.19,34.06,24.81,38.25,0,100
02:59:19,9.15,8.07,34.06,24.81,38.31,0,100
02:59:23,9.13,8.07,34.06,24.81,38.25,0,100
02:59:26,9.13,8.00,34.06,24.78,38.28,0,100
02:59:29,9.14,8.04,34.06,24.75,38.25,0,100
02:59:32,9.21,8.04,34.09,24.69,38.25,0,100
02:59:35,9.21,8.07,34.09,24.69,38.25,0,100
02:59:38,9.23,8.15,34.06,24.62,38.25,0,100
02:59:41,9.20,8.15,34.09,24.62,38.25,0,100
02:59:44,9.21,8.15,34.09,24.62,38.25,0,100
02:59:48,9.13,8.00,34.09,24.62,38.28,0,100
02:59:51,9.19,8.04,34.06,24.62,38.25,0,100
02:59:54,9.21,8.15,34.06,24.59,38.28,0,100
02:59:57,9.20,8.15,34.09,24.56,38.31,0,100
03:00:00,9.16,8.00,34.09,24.53,38.31,0,100
03:00:03,9.14,8.07,34.09,24.53,38.31,0,100
03:00:06,9.13,8.00,34.13,24.47,38.31,0,100
03:00:09,9.11,8.04,34.13,24.47,38.25,0,100
03:00:12,9.11,7.89,34.13,24.44,38.25,0,100
03:00:16,9.10,8.00,34.09,24.44,38.25,0,100
03:00:19,9.10,8.04,34.06,24.37,38.25,0,100
03:00:22,9.11,8.07,34.09,24.44,38.25,0,100
03:00:25,9.18,8.00,34.13,24.37,38.25,0,100
03:00:28,9.15,8.15,34.13,24.37,38.25,0,100
03:00:31,9.16,8.11,34.09,24.31,38.25,0,100
03:00:34,9.14,8.00,34.13,24.25,38.25,0,100
03:00:37,9.14,8.04,34.13,24.25,38.25,0,100
03:00:40,9.14,8.04,34.13,24.25,38.28,0,100
03:00:44,9.14,8.11,34.13,24.22,38.25,0,100
03:00:47,9.14,8.00,34.13,24.16,38.25,0,100
03:00:50,9.18,8.07,34.13,24.16,38.25,0,100
03:00:53,9.15,8.11,34.13,24.12,38.25,0,100
03:00:56,9.14,8.07,34.13,24.12,38.25,0,100
03:00:59,9.18,8.15,34.13,24.09,38.25,0,100
03:01:02,9.14,8.04,34.09,24.06,38.28,0,100
03:01:05,9.11,8.07,34.13,24.06,38.25,0,100
03:01:09,9.15,8.00,34.13,23.97,38.25,0,100
03:01:12,9.13,8.11,34.13,24.00,38.28,0,100
03:01:15,9.13,8.07,34.13,24.00,38.25,0,100
03:01:18,9.15,8.04,34.09,23.97,38.25,0,100
03:01:21,9.18,8.07,34.09,23.94,38.25,0,100
03:01:24,9.19,8.11,34.09,23.97,38.25,0,100
03:01:27,9.21,8.11,34.13,23.91,38.25,0,100
03:01:30,9.16,8.07,34.06,23.94,38.25,0,100
03:01:33,9.16,8.04,34.13,23.91,38.25,0,100
03:01:37,9.18,8.19,34.06,23.87,38.25,0,100
03:01:40,9.19,8.11,34.06,23.84,38.28,0,100
03:01:43,9.20,8.19,34.09,23.81,38.25,0,100
03:01:46,9.20,8.19,34.06,23.84,38.28,0,100
03:01:49,9.20,7.96,34.09,23.81,38.31,0,100
03:01:52,9.19,8.11,34.09,23.78,38.25,0,100
03:01:55,9.18,8.07,34.06,23.78,38.25,0,100
03:01:58,9.15,8.04,34.06,23.78,38.25,0,100
03:02:01,9.15,8.04,34.09,23.69,38.25,0,100
03:02:05,9.11,8.11,34.09,23.69,38.25,0,100
03:02:08,9.11,8.00,34.13,23.69,38.22,0,100
03:02:11,9.14,8.04,34.06,23.62,38.19,0,100
03:02:14,9.11,8.11,34.09,23.66,38.19,0,100
03:02:17,9.15,8.04,34.06,23.66,38.19,0,100
03:02:20,9.19,8.15,34.09,23.62,38.19,0,100
03:02:23,9.19,8.11,34.06,23.56,38.19,0,100
03:02:26,9.19,8.15,34.06,23.59,38.19,0,100
03:02:29,9.20,8.15,34.06,23.59,38.22,0,100
03:02:33,9.21,8.11,34.09,23.53,38.19,0,100
03:02:36,9.20,8.23,34.13,23.53,38.22,0,100
03:02:39,9.19,8.04,34.13,23.50,38.19,0,100
03:02:42,9.21,8.04,34.13,23.47,38.22,0,100
03:02:45,9.20,8.04,34.13,23.47,38.19,0,100
03:02:48,9.20,8.07,34.06,23.44,38.19,0,100
03:02:51,9.21,8.04,34.13,23.44,38.22,0,100
03:02:54,9.19,8.11,34.13,23.41,38.22,0,100
03:02:58,9.18,8.11,34.13,23.37,38.19,0,100
03:03:01,9.20,8.07,34.13,23.37,38.25,0,100
03:03:04,9.19,8.07,34.09,23.37,38.22,0,100
03:03:07,9.19,8.07,34.13,23.37,38.19,0,100
03:03:10,9.18,8.00,34.09,23.34,38.19,0,100
03:03:13,9.19,8.15,34.06,23.28,38.19,0,100
03:03:16,9.16,8.07,34.09,23.25,38.22,0,100
03:03:19,9.18,8.11,34.06,23.25,38.22,0,100
03:03:22,9.16,7.96,34.06,23.25,38.19,0,100
03:03:26,9.18,8.04,34.06,23.25,38.19,0,100
03:03:29,9.18,8.04,34.06,23.22,38.19,0,100
03:03:32,9.15,8.07,34.06,23.19,38.16,0,100
03:03:35,9.15,8.04,34.06,23.16,38.19,0,100
03:03:38,9.15,8.04,34.03,23.12,38.19,0,100
03:03:41,9.15,8.00,34.06,23.16,38.19,0,100
03:03:44,9.14,8.00,34.06,23.09,38.19,0,100
03:03:47,9.13,8.00,34.03,23.09,38.19,0,100
03:03:50,9.14,8.00,34.03,23.06,38.19,0,100
03:03:54,9.15,8.04,34.03,23.06,38.16,0,100
03:03:57,9.16,8.11,34.03,23.00,38.16,0,100
03:04:00,9.18,8.07,34.03,23.00,38.13,0,100
03:04:03,9.16,8.07,34.06,22.97,38.16,0,100
03:04:06,9.16,7.96,34.03,23.00,38.13,0,100
03:04:09,9.18,8.00,34.00,22.94,38.13,0,100
03:04:12,9.15,8.04,34.03,22.97,38.13,0,100
03:04:15,9.16,8.15,34.00,22.87,38.13,0,100
03:04:18,9.23,8.11,34.00,22.87,38.13,0,100
03:04:22,9.16,8.19,34.00,22.87,38.13,0,100
03:04:25,9.18,8.15,34.00,22.91,38.16,0,100
03:04:28,9.18,8.23,34.00,22.87,38.16,0,100
03:04:31,9.19,8.11,34.00,22.87,38.16,0,100
03:04:34,9.16,8.07,34.00,22.81,38.13,0,100
03:04:37,9.18,8.04,34.00,22.81,38.13,0,100
03:04:40,9.18,8.07,34.00,22.75,38.13,0,100
03:04:43,9.18,8.15,34.00,22.75,38.13,0,100
03:04:47,9.16,8.07,34.00,22.72,38.13,0,100
03:04:50,9.16,8.07,34.00,22.72,38.13,0,100
03:04:53,9.14,8.04,34.00,22.69,38.09,0,100
03:04:56,9.16,8.15,34.00,22.69,38.09,0,100
03:04:59,9.16,8.15,34.00,22.69,38.13,0,100
03:05:02,9.18,8.15,34.00,22.62,38.13,0,100
03:05:05,9.15,8.04,34.00,22.62,38.13,0,100
03:05:08,9.18,8.07,34.00,22.62,38.16,0,100
03:05:11,9.16,8.11,34.00,22.56,38.16,0,100
03:05:15,9.15,8.07,34.00,22.56,38.19,0,100
03:05:18,9.15,8.07,34.00,22.53,38.13,0,100
03:05:21,9.16,8.04,34.00,22.53,38.13,0,100
03:05:24,9.16,8.07,34.00,22.50,38.13,0,100
03:05:27,9.15,8.04,34.00,22.50,38.13,0,100
03:05:30,9.11,8.04,34.03,22.47,38.13,0,100
03:05:33,9.13,8.04,34.06,22.47,38.13,0,100
03:05:36,9.15,8.00,34.00,22.44,38.13,0,100
03:05:39,9.16,8.07,34.03,22.41,38.13,0,100
03:05:43,9.14,8.04,34.00,22.41,38.13,0,100
03:05:46,9.16,8.04,34.03,22.41,38.16,0,100
03:05:49,9.14,8.00,34.00,22.37,38.13,0,100
03:05:52,9.18,8.07,34.00,22.34,38.13,0,100
03:05:55,9.16,8.00,34.03,22.31,38.13,0,100
03:05:58,9.14,8.11,34.03,22.34,38.13,0,100
03:06:01,9.15,8.07,34.00,22.31,38.13,0,100
03:06:04,9.16,8.15,34.00,22.28,38.13,0,100
03:06:07,9.18,8.07,34.00,22.25,38.13,0,100
03:06:11,9.19,8.15,34.00,22.25,38.13,0,100
03:06:14,9.18,8.15,34.03,22.25,38.16,0,100
03:06:17,9.21,8.15,34.00,22.19,38.16,0,100
03:06:20,9.19,8.04,34.03,22.22,38.13,0,100
03:06:23,9.16,8.11,34.03,22.19,38.16,0,100
03:06:26,9.19,8.07,34.00,22.16,38.16,0,100
03:06:29,9.18,8.15,34.00,22.12,38.13,0,100
03:06:32,9.18,8.04,34.06,22.12,38.19,0,100
03:06:36,9.16,8.07,34.03,22.12,38.19,0,100
03:06:39,9.13,8.04,34.06,22.12,38.19,0,100
03:06:42,9.18,8.11,34.06,22.12,38.19,0,100
03:06:45,9.14,8.04,34.06,22.06,38.19,0,100
03:06:48,9.13,8.04,34.06,22.03,38.25,0,100
03:06:51,9.16,8.07,34.06,22.03,38.25,0,100
03:06:54,9.13,8.07,34.03,22.00,38.25,0,100
03:06:57,9.15,8.00,34.00,22.00,38.25,0,100
03:07:00,9.23,8.15,34.00,21.97,38.19,0,100
03:07:04,9.21,8.19,34.06,21.94,38.22,0,100
03:07:07,9.16,8.11,34.03,21.87,38.19,0,100
03:07:10,9.15,8.11,34.06,21.94,38.19,0,100
03:07:13,9.13,8.19,34.06,21.91,38.19,0,100
03:07:16,9.20,8.11,34.03,21.87,38.19,0,100
03:07:19,9.15,8.04,34.06,21.84,38.16,0,100
03:07:22,9.16,8.04,34.00,21.84,38.16,0,100
03:07:25,9.16,8.11,34.06,21.81,38.19,0,100
03:07:28,9.16,8.11,34.03,21.81,38.19,0,100
03:07:32,9.14,8.04,34.03,21.81,38.19,0,100
03:07:35,9.18,8.11,34.06,21.81,38.16,0,100
03:07:38,9.18,8.19,34.03,21.75,38.13,0,100
03:07:41,9.14,8.11,34.06,21.78,38.13,0,100
03:07:44,9.14,8.15,34.03,21.75,38.13,0,100
03:07:47,9.21,8.04,34.09,21.72,38.09,0,100
03:07:50,9.24,8.19,34.03,21.75,38.09,0,100
03:07:53,9.16,8.11,34.03,21.69,38.06,0,100
03:07:56,9.15,8.07,34.06,21.69,38.06,0,100
03:08:00,9.14,8.11,34.03,21.66,38.13,0,100
03:08:03,9.14,8.04,34.00,21.62,38.13,0,100
03:08:06,9.15,8.04,34.06,21.59,38.09,0,100
03:08:09,9.15,8.15,34.06,21.62,38.09,0,100
03:08:12,9.15,8.07,34.03,21.62,38.09,0,100
03:08:15,9.18,8.11,34.03,21.56,38.09,0,100
03:08:18,9.16,8.11,34.00,21.56,38.13,0,100
03:08:21,9.13,8.00,34.00,21.53,38.09,0,100
03:08:25,9.14,8.07,34.00,21.50,38.13,0,100
03:08:28,9.14,8.04,34.00,21.47,38.16,0,100
03:08:31,9.15,8.11,34.00,21.50,38.13,0,100
03:08:34,9.16,8.07,34.00,21.44,38.13,0,100
03:08:37,9.11,8.11,34.00,21.47,38.19,0,100
03:08:40,9.14,8.00,34.00,21.41,38.19,0,100
03:08:43,9.13,7.96,34.06,21.44,38.19,0,100
03:08:46,9.14,8.15,34.06,21.44,38.19,0,100
03:08:49,9.14,8.07,34.06,21.37,38.19,0,100
03:08:53,9.14,8.15,34.00,21.37,38.19,0,100
03:08:56,9.14,8.11,34.03,21.37,38.16,0,100
03:08:59,9.14,8.23,34.00,21.31,38.19,0,100
03:09:02,9.11,8.11,34.00,21.31,38.19,0,100
03:09:05,9.14,8.07,34.00,21.31,38.19,0,100
03:09:08,9.18,8.15,34.00,21.31,38.19,0,100
03:09:11,9.18,8.11,34.00,21.28,38.19,0,100
03:09:14,9.16,8.00,33.97,21.25,38.19,0,100
03:09:17,9.14,8.07,33.97,21.25,38.19,0,100
03:09:21,9.16,7.96,33.97,21.22,38.19,0,100
03:09:24,9.15,8.19,34.00,21.19,38.13,0,100
03:09:27,9.14,8.00,34.00,21.19,38.13,0,100
03:09:30,9.15,8.11,34.00,21.19,38.13,0,100
03:09:33,9.14,8.19,34.00,21.12,38.13,0,100
